Docente;Día;Hueco;Módulo;Grupo;Aula;Tipo
FAMJ;2ar;8;DCMET;FME301.2V;a30v;LEC
FOMB;2ar;8;EMCBI;QUI301.1V;a40v;LEC
FOMB;2ar;8;EMCBI;QUI301.1V;A50;LEC
JCSA;2ar;8;PMCCO;FME301.1V;c000 b v;LEC
ALAN;2ar;8;PMCCO;FME301.1V;c000 b v;LEC
MAJM;2ar;8;TPIDA;ELE302.2 V;c100 v;LEC
MCRP;2ar;8;SENH;ELE303.1V;c102 v;LEC
DGFA;2ar;8;SSMC;IMA302.2V;c104 v;LEC
GMJO;2ar;8;PRMEC;FME202.1V;c107 v;LEC
FRRa;2ar;8;ISAI;ELE303.2V;c204 v;LEC
GSJL;2ar;8;IMSOP;IFC301.1V;c206 v;LEC
AMLM;2ar;8;ASOPE;IFC301.2V;c207 v;LEC
PGEl;2ar;8;FOLAB;IFC302.1V;c208 v;LEC
BBNO;2ar;8;PDAWE;IFC303.2-D;C209;LEC
GLLN;2ar;8;EIEMP;IFC302.2V;c210v;LEC
GBGU;2ar;8;HACET;IFC401;c211v;LEC
GGSE;2ar;8;RGDM;IMA302.1V;c213 v;LEC
HFP;2ar;8;PRSP;IFC302.2-D;;LEC
PAMCo;2ar;8;;;;G
GMAN;2ar;8;;;;G
ARMT;2ar;8;;;;AAPM
HRMA;2ar;8;;;;FCT
DFME;2ar;8;;;;FCT
THAC;2ar;8;;;;AAPM
AAA;2ar;8;;;;P.P.
CAJC;2ar;8;;;;P.P.
CAL;2ar;8;;;;CHL
MMD;2ar;8;;;;P.P.
DPAV;2ar;8;;;;FCT
BPJD;2ar;8;;;;P.P.
FAMJ;2ar;9;DCMET;FME301.2V;a30v;LEC
FOMB;2ar;9;EMCBI;QUI301.1V;a40v;LEC
THAC;2ar;9;AINST;QUI301.2V;a41v;LEC
FOMB;2ar;9;EMCBI;QUI301.1V;A50;LEC
JCSA;2ar;9;PMCCO;FME301.1V;c000 b v;LEC
ALAN;2ar;9;PMCCO;FME301.1V;c000 b v;LEC
MAJM;2ar;9;TPIDA;ELE302.2 V;c100 v;LEC
MCRP;2ar;9;SENH;ELE303.1V;c102 v;LEC
DGFA;2ar;9;SSMC;IMA302.2V;c104 v;LEC
DPAV;2ar;9;SEEFM;IMA302.1V;c105 v;LEC
GMJO;2ar;9;PRMEC;FME202.1V;c107 v;LEC
FRRa;2ar;9;ISAI;ELE303.2V;c204 v;LEC
GSJL;2ar;9;IMSOP;IFC301.1V;c206 v;LEC
AMLM;2ar;9;ASOPE;IFC301.2V;c207 v;LEC
PGEl;2ar;9;FOLAB;IFC302.1V;c208 v;LEC
GLLN;2ar;9;EIEMP;IFC302.2V;c210v;LEC
GBGU;2ar;9;HACET;IFC401;c211v;LEC
GGSE;2ar;9;MCNUM;FME202.2V;c213 v;LEC
HFP;2ar;9;PRSP;IFC302.2-D;;LEC
ABJa;2ar;9;DIWEB;IFC303.2-D;;LEC
GRMA;2ar;9;;;;G
AAA;2ar;9;;;;G
ARMT;2ar;9;;;;TUT
BPJD;2ar;9;;;;AAPM
PAMCo;2ar;9;;;;P.P.
MGI;2ar;9;;;;P.P.
HRMA;2ar;9;;;;FCT
DFME;2ar;9;;;;FCT
SPMA;2ar;9;;;;FCT
CAJC;2ar;9;;;;TUT
CAL;2ar;9;;;;CHL
MMD;2ar;9;;;;AAPM
MMGE;2ar;9;;;;JD
BBNO;2ar;9;;;;FCT
GMAN;2ar;9;;;;AAPM
GRMA;2ar;10;FOLAB;ELE303.1V;a10 v;LEC
PGEl;2ar;10;EIEMP;IMA302.2V;a11v;LEC
FAMJ;2ar;10;DCMET;FME301.2V;a30v;LEC
FOMB;2ar;10;EMCBI;QUI301.1V;a40v;LEC
THAC;2ar;10;AINST;QUI301.2V;a41v;LEC
FOMB;2ar;10;EMCBI;QUI301.1V;A50;LEC
JCSA;2ar;10;PMCCO;FME301.1V;c000 b v;LEC
ALAN;2ar;10;PMCCO;FME301.1V;c000 b v;LEC
MAJM;2ar;10;TPIDA;ELE302.2 V;c100 v;LEC
DPAV;2ar;10;SEEFM;IMA302.1V;c105 v;LEC
CAL;2ar;10;FBAVI;FME202.1V;c110 v;LEC
GMAN;2ar;10;FBAVI;FME202.1V;c110 v;LEC
MMD;2ar;10;SIPA;ELE303.2V;c204 v;LEC
GSGE;2ar;10;FHARW;IFC301.1V;c206 v;LEC
GLLN;2ar;10;EIEMP;IFC301.2V;c207 v;LEC
CAJC;2ar;10;BDATO;IFC302.1V;c208 v;LEC
HFP;2ar;10;PRSP;IFC302.2V;c210v;LEC
BBNO;2ar;10;INCSG;IFC401;c211v;LEC
GGSE;2ar;10;MCNUM;FME202.2V;c213 v;LEC
PAMCo;2ar;10;ENDES;IFC302.1-D;;LEC
ABJa;2ar;10;DIWEB;IFC303.2-D;;LEC
FRRa;2ar;10;;;;G
MCRP;2ar;10;;;;G
AMLM;2ar;10;;;;G
ARMT;2ar;10;;;;RED
BPJD;2ar;10;;;;P.P.
MGI;2ar;10;;;;TUT
TCJM;2ar;10;;;;P.P.
HRMA;2ar;10;;;;FCT
DFME;2ar;10;;;;FCT
SPMA;2ar;10;;;;P.P.
PGM;2ar;10;;;;CHL
GMJO;2ar;10;;;;TUT
AAA;2ar;10;;;;AAPM
MMGE;2ar;10;;;;JD
DGFA;2ar;10;;;;P.P.
PGEl;2ar;11;EIEMP;FME301.2V;a11v;LEC
MGI;2ar;11;PYLAC;QUI301.2V;a30v;LEC
THAC;2ar;11;ANQUI;QUI301.1V;a41v;LEC
JCSA;2ar;11;PMCCO;FME301.1V;c000 b v;LEC
ALAN;2ar;11;PMCCO;FME301.1V;c000 b v;LEC
MCRP;2ar;11;MDSC;ELE402;c101 v;LEC
MAJM;2ar;11;SSPR;ELE303.1V;c102 v;LEC
DGFA;2ar;11;INST;IMA302.2V;c104 v;LEC
DPAV;2ar;11;SEEFM;IMA302.1V;c105 v;LEC
CAL;2ar;11;FBAVI;FME202.1V;c110 v;LEC
GMAN;2ar;11;FBAVI;FME202.1V;c110 v;LEC
FRRa;2ar;11;GMMIE;ELE302.2 V;c203 v;LEC
MMD;2ar;11;SIPA;ELE303.2V;c204 v;LEC
GSGE;2ar;11;FHARW;IFC301.1V;c206 v;LEC
GLLN;2ar;11;EIEMP;IFC301.2V;c207 v;LEC
CAJC;2ar;11;BDATO;IFC302.1V;c208 v;LEC
HFP;2ar;11;PRSP;IFC302.2V;c210v;LEC
BBNO;2ar;11;INCSG;IFC401;c211v;LEC
GGSE;2ar;11;MCNUM;FME202.2V;c213 v;LEC
PAMCo;2ar;11;ENDES;IFC302.1-D;;LEC
ABJa;2ar;11;DIWEB;IFC303.2-D;;LEC
SPMA;2ar;11;;;;G
AAA;2ar;11;;;;G
GMJO;2ar;11;;;;G
ARMT;2ar;11;;;;RED
BPJD;2ar;11;;;;P.P.
GRMA;2ar;11;;;;P.P.
TCJM;2ar;11;;;;AAPM
HRMA;2ar;11;;;;AAPM
DFME;2ar;11;;;;P.P.
FOMB;2ar;11;;;;FCT
PGM;2ar;11;;;;P.P.
AMLM;2ar;11;;;;P.P.
SGSU;2ar;11;;;;AAPM
FAMJ;2ar;11;;;;P.P.
GMJO;2ar;12;PPROD;FME301.1V;a30v;LEC
MGI;2ar;12;ENFIS;QUI301.2V;a40v;LEC
THAC;2ar;12;ANQUI;QUI301.1V;a41v;LEC
ALAN;2ar;12;PUMCM;FME301.2V;c000 b v;LEC
MCRP;2ar;12;MDSC;ELE402;c101 v;LEC
MAJM;2ar;12;SSPR;ELE303.1V;c102 v;LEC
DGFA;2ar;12;INST;IMA302.2V;c104 v;LEC
SGSU;2ar;12;MEENS;FME202.2V;c107 v;LEC
CAL;2ar;12;FBAVI;FME202.1V;c110 v;LEC
GGSE;2ar;12;FBAVI;FME202.1V;c110 v;LEC
FRRa;2ar;12;GMMIE;ELE302.2 V;c203 v;LEC
AAA;2ar;12;DCTC;ELE303.2V;c204 v;LEC
GSGE;2ar;12;FHARW;IFC301.1V;c206 v;LEC
CAJC;2ar;12;SRINT;IFC301.2V;c207 v;LEC
TCJM;2ar;12;LMSGI;IFC302.1V;c208 v;LEC
SPMA;2ar;12;ENDES;IFC303.1-D;C209;LEC
BPJD;2ar;12;SIGE;IFC302.2V;c210v;LEC
BBNO;2ar;12;INCSG;IFC401;c211v;LEC
HRMA;2ar;12;ELMQ;IMA302.1V;c213 v;LEC
GLLN;2ar;12;FOLAB;IFC302.1-D;;LEC
HFP;2ar;12;;;;G
JCSA;2ar;12;;;;G
PGEl;2ar;12;;;;G
GRMA;2ar;12;;;;P.P.
DFME;2ar;12;;;;RED
ABJa;2ar;12;;;;P.P.
FOMB;2ar;12;;;;FCT
PGM;2ar;12;;;;P.P.
FAMJ;2ar;12;;;;CHL
DPAV;2ar;12;;;;RED
GMJO;2ar;13;PPROD;FME301.1V;a30v;LEC
MGI;2ar;13;ENFIS;QUI301.2V;a40v;LEC
THAC;2ar;13;ANQUI;QUI301.1V;a41v;LEC
ALAN;2ar;13;PUMCM;FME301.2V;c000 b v;LEC
MCRP;2ar;13;MDSC;ELE402;c101 v;LEC
MAJM;2ar;13;SSPR;ELE303.1V;c102 v;LEC
DGFA;2ar;13;INST;IMA302.2V;c104 v;LEC
SGSU;2ar;13;MEENS;FME202.2V;c107 v;LEC
CAL;2ar;13;FBAVI;FME202.1V;c110 v;LEC
GGSE;2ar;13;FBAVI;FME202.1V;c110 v;LEC
GRMA;2ar;13;EIEMP;ELE302.2 V;c203 v;LEC
AAA;2ar;13;DCTC;ELE303.2V;c204 v;LEC
PGEl;2ar;13;FOLAB;IFC301.1V;c206 v;LEC
CAJC;2ar;13;SRINT;IFC301.2V;c207 v;LEC
TCJM;2ar;13;LMSGI;IFC302.1V;c208 v;LEC
SPMA;2ar;13;ENDES;IFC303.1-D;C209;LEC
BPJD;2ar;13;SIGE;IFC302.2V;c210v;LEC
HRMA;2ar;13;ELMQ;IMA302.1V;c213 v;LEC
GLLN;2ar;13;FOLAB;IFC302.1-D;;LEC
DFME;2ar;13;;;;G
HFP;2ar;13;;;;G
PGM;2ar;13;;;;RED
BBNO;2ar;13;;;;RED
GCCR;3ie;1;EIEMP;IMP202.2;A10;LEC
CAMP;3ie;1;MVIP;IMP203.2;A11;LEC
MBMS;3ie;1;CIA2;TMV101.2;A12;LEC
AOJM;3ie;1;COS1;TMV101.1B;A13;LEC
TRJ;3ie;1;CIA2;IMP101.2;A21;LEC
VBMG;3ie;1;EIEMP;TMV201.2;A31;LEC
RRAN;3ie;1;EMSIN;TMV201.1;A34;LEC
SBAL;3ie;1;EMSIN;TMV201.1;A34;LEC
ESIS;3ie;1;CFSDI;TMV202.1;A35;LEC
CFJA;3ie;1;CFSDI;TMV202.1;A35;LEC
LARO;3ie;1;ADLB;QUI201.1;A41;LEC
MAMo;3ie;1;OAQM;QUI201.2;A50;LEC
RZSU;3ie;1;THFCO;IMP202.1;B01;LEC
MGOl;3ie;1;PEYRE;IMP203.1;B02;LEC
CGCR;3ie;1;CCCB;IMP101.1;B03;LEC
PZRu;3ie;1;CEACL;ADG201.1;B10;LEC
LFTE;3ie;1;OAGTS;ADG201.2;B11;LEC
GAAN;3ie;1;SIEM;ADG301.2;B20;LEC
GGJJ;3ie;1;RHRSC;ADG301.1;B21;LEC
PBA;3ie;1;SANAT;FME203.1;c000 b v;LEC
JCSA;3ie;1;MONTA;FME203.2;C000 m;LEC
IGJL;3ie;1;AUTIN;ELE202.1;C100;LEC
RPFJ;3ie;1;AUTIN;ELE202.1;C100;LEC
GQJL;3ie;1;IDOMO;ELE202.2;C102;LEC
MRJR;3ie;1;TPIEL;ELE302.1;C103;LEC
GAPA;3ie;1;CSME;IMA302.2;C104;LEC
LLPAd;3ie;1;EYAE;IMA201.1;C106;LEC
PGCA;3ie;1;MMME;IMA201.2;C109;LEC
PACRe;3ie;1;ICTVE;ELE203.1;C200;LEC
GRMAm;3ie;1;CCTSE;ELE203.2;C201;LEC
FMGE;3ie;1;SIHD;ELE304.2;C202;LEC
GPA;3ie;1;GPIT;ELE304.1;C203;LEC
MMBE;3ie;1;SMRG;ELE303.1;C204;LEC
CSD;3ie;1;DRECT;ELE302.2;C205;LEC
RFVM;3ie;1;GBDAT;IFC301.1;C206;LEC
BBNO;3ie;1;ASGBD;IFC301.2;C207;LEC
HLOL;3ie;1;SIINF;IFC303.1;C208;LEC
GSGE;3ie;1;MMEQP;IFC201.1;C209;LEC
ZCJC;3ie;1;DWECL;IFC303.2;C210;LEC
VACA;3ie;1;EIEMP;IFC201.2;C211;LEC
DCAL;3ie;1;ELMQ;IMA302.1;C213;LEC
SGCA;3ie;1;ELMQ;IMA302.1;C213;LEC
ARAN;3ie;1;TRSUP;TMV301.2;CAR1;LEC
AAIg;3ie;1;MEVEB;TMV101.1A;ELV1;LEC
FPLU;3ie;1;SSCON;TMV202.2;ELV3;LEC
GMMA;3ie;1;MTSAX;TMV301.1;ELV5;LEC
CMIS;3ie;1;;;;G
PAMCo;3ie;1;;;;G
ABJL;3ie;1;;;;G
GBGU;3ie;1;;;;G
GSA;3ie;1;;;;G
RMVa;3ie;1;;;;G
ISSM;3ie;1;;;;RDP
LCAMa;3ie;1;;;;RDP
RBCR;3ie;1;;;;ApUC
AVMY;3ie;1;;;;RED
SPMA;3ie;1;;;;RED
LBAD;3ie;1;;;;CHL
AAA;3ie;1;;;;FCT
BDJL;3ie;1;;;;JD
GIMM;3ie;1;;;;TOR
GCCR;3ie;2;EIEMP;IMP202.2;A10;LEC
AOJM;3ie;2;COS2;TMV101.2;A12;LEC
GMFJa;3ie;2;PRLA;TMV101.1B;A13;LEC
TRJ;3ie;2;CIA2;IMP101.2;A21;LEC
NRMP;3ie;2;EIEMP;IMP203.2;A30;LEC
VBMG;3ie;2;EIEMP;TMV201.2;A31;LEC
BLLMa;3ie;2;FOLAB;TMV202.1;A35;LEC
LARO;3ie;2;ADLB;QUI201.1;A41;LEC
MAMo;3ie;2;OAQM;QUI201.2;A50;LEC
PAMCo;3ie;2;PROGR;IFC302.1-D;AT.TFNO2;LEC
RZSU;3ie;2;THFCO;IMP202.1;B01;LEC
RMVa;3ie;2;THFCO;IMP202.1;B01;LEC
MGOl;3ie;2;PEYRE;IMP203.1;B02;LEC
CGCR;3ie;2;CCCB;IMP101.1;B03;LEC
PZRu;3ie;2;CEACL;ADG201.1;B10;LEC
LFTE;3ie;2;OAGTS;ADG201.2;B11;LEC
GAAN;3ie;2;SIEM;ADG301.2;B20;LEC
AMMB;3ie;2;INGLE;ADG301.1;B21;LEC
PBA;3ie;2;SANAT;FME203.1;c000 b v;LEC
JCSA;3ie;2;MONTA;FME203.2;C000 m;LEC
IGJL;3ie;2;AUTIN;ELE202.1;C100;LEC
RPFJ;3ie;2;AUTIN;ELE202.1;C100;LEC
GQJL;3ie;2;IDOMO;ELE202.2;C102;LEC
MRJR;3ie;2;TPIEL;ELE302.1;C103;LEC
GAPA;3ie;2;CSME;IMA302.2;C104;LEC
LLPAd;3ie;2;EYAE;IMA201.1;C106;LEC
PGCA;3ie;2;MMME;IMA201.2;C109;LEC
PACRe;3ie;2;ICTVE;ELE203.1;C200;LEC
GRMAm;3ie;2;CCTSE;ELE203.2;C201;LEC
FMGE;3ie;2;SIHD;ELE304.2;C202;LEC
GPA;3ie;2;GPIT;ELE304.1;C203;LEC
MMBE;3ie;2;SMRG;ELE303.1;C204;LEC
CSD;3ie;2;DRECT;ELE302.2;C205;LEC
RFVM;3ie;2;GBDAT;IFC301.1;C206;LEC
BBNO;3ie;2;ASGBD;IFC301.2;C207;LEC
HLOL;3ie;2;SIINF;IFC303.1;C208;LEC
GSGE;3ie;2;MMEQP;IFC201.1;C209;LEC
ZCJC;3ie;2;DWECL;IFC303.2;C210;LEC
GBGU;3ie;2;SERED;IFC201.2;C211;LEC
DCAL;3ie;2;ELMQ;IMA302.1;C213;LEC
SGCA;3ie;2;ELMQ;IMA302.1;C213;LEC
ARAN;3ie;2;TRSUP;TMV301.2;CAR1;LEC
GRD;3ie;2;EAMOV;TMV201.1;CAR3;LEC
CFJA;3ie;2;EAMOV;TMV201.1;CAR3;LEC
AAIg;3ie;2;ELVHB;TMV101.1A;ELV1;LEC
FPLU;3ie;2;SSCON;TMV202.2;ELV3;LEC
GMMA;3ie;2;MTSAX;TMV301.1;ELV5;LEC
CMIS;3ie;2;;;;G
MBMS;3ie;2;;;;G
GGJJ;3ie;2;;;;G
SBAL;3ie;2;;;;G
GSJL;3ie;2;;;;G
ESIS;3ie;2;;;;G
ISSM;3ie;2;;;;RDP
LCAMa;3ie;2;;;;RDP
RBCR;3ie;2;;;;UCOORD
FCBJ;3ie;2;;;;P.P.
LALU;3ie;2;;;;RED
VACA;3ie;2;;;;UCOORD
ABJL;3ie;2;;;;FCT
RCCM;3ie;2;;;;FCT
FPPA;3ie;2;;;;RED
RMJC;3ie;2;;;;P.P.
FMCa;3ie;2;;;;RED
MCCA;3ie;2;;;;CHL
DEAl;3ie;2;;;;CHL
AVMY;3ie;2;;;;P.P.
CAMP;3ie;2;;;;P.P.
CAE;3ie;2;;;;P.P.
MRMA;3ie;2;;;;RED
SPMA;3ie;2;;;;AAPM
LBAD;3ie;2;;;;P.P.
MTSA;3ie;2;;;;FCT
AAA;3ie;2;;;;FCT
JRIS;3ie;2;;;;P.P.
BDJL;3ie;2;;;;JD
MSJM;3ie;2;;;;P.P.
GSA;3ie;2;;;;AAPM
RRAN;3ie;2;;;;P.P.
AFE;3ie;2;;;;P.P.
GIMM;3ie;2;;;;TOR
LLAC;3ie;2;;;;P.P.
GCCR;3ie;3;FOLAB;ELE203.1;A10;LEC
CAMP;3ie;3;MVIP;IMP202.2;A11;LEC
FPPA;3ie;3;EMBSU;TMV201.2;A12;LEC
GMFJa;3ie;3;TUTA1;TMV101.1B;A13;LEC
NRMP;3ie;3;FOLAB;IMP203.1;A30;LEC
LCAMa;3ie;3;EIEMP;IMA302.2;A31;LEC
SBAL;3ie;3;MECBA;TMV202.1;A34;LEC
GSA;3ie;3;SESGC;TMV301.1;A35;LEC
LARO;3ie;3;ADLB;QUI201.1;A41;LEC
MAMo;3ie;3;OAQM;QUI201.2;A50;LEC
PAMCo;3ie;3;ENDES;IFC302.1-D;AT.TFNO;LEC
BBNO;3ie;3;PDAWE;IFC303.2-D;AT.TFNO2;LEC
RZSU;3ie;3;THFCO;IMP202.1;B01;LEC
RMVa;3ie;3;THFCO;IMP202.1;B01;LEC
JRIS;3ie;3;PEEM;IMP203.2;B02;LEC
CGCR;3ie;3;CCCB;IMP101.1;B03;LEC
AMMB;3ie;3;INGLE;ADG201.1;B10;LEC
GAAN;3ie;3;TDCTB;ADG201.2;B11;LEC
MGOl;3ie;3;ATCL;IMP101.2;B12;LEC
LFTE;3ie;3;GEFI;ADG301.2;B20;LEC
GGJJ;3ie;3;PIAC;ADG301.1;B21;LEC
PBA;3ie;3;SANAT;FME203.1;c000 b v;LEC
CMIS;3ie;3;SANAT;FME203.1;c000 b v;LEC
JCSA;3ie;3;MONTA;FME203.2;C000 m;LEC
IGJL;3ie;3;AUTIN;ELE202.1;C100;LEC
RPFJ;3ie;3;AUTIN;ELE202.1;C100;LEC
PACRe;3ie;3;STFM;ELE304.1;C101;LEC
GQJL;3ie;3;IDOMO;ELE202.2;C102;LEC
MRJR;3ie;3;TPIEL;ELE302.1;C103;LEC
LLPAd;3ie;3;EYAE;IMA201.1;C107;LEC
PGCA;3ie;3;MMME;IMA201.2;C109;LEC
GRMAm;3ie;3;CCTSE;ELE203.2;C201;LEC
FMGE;3ie;3;SIHD;ELE304.2;C202;LEC
RGRa;3ie;3;EIEMP;ELE302.2;C204;LEC
DEAl;3ie;3;SPOT;ELE303.1;C205;LEC
RFVM;3ie;3;GBDAT;IFC301.1;C206;LEC
SPMA;3ie;3;SADIS;IFC301.2;C207;LEC
MRMA;3ie;3;FOLAB;IFC303.1;C208;LEC
GSGE;3ie;3;MMEQP;IFC201.1;C209;LEC
HLOL;3ie;3;DIWEB;IFC303.2;C210;LEC
GBGU;3ie;3;SERED;IFC201.2;C211;LEC
FCBJ;3ie;3;RGDM;IMA302.1;C213;LEC
ARAN;3ie;3;TRSUP;TMV301.2;CAR1;LEC
LBAD;3ie;3;PRSB;TMV101.2;CAR1B;LEC
GRD;3ie;3;EAMOV;TMV201.1;CAR3;LEC
CFJA;3ie;3;EAMOV;TMV201.1;CAR3;LEC
AAIg;3ie;3;MEYS;TMV101.1A;ELV1;LEC
FPLU;3ie;3;SSCON;TMV202.2;ELV3;LEC
GAPA;3ie;3;;;;G
AOJM;3ie;3;;;;G
PZRu;3ie;3;;;;G
GPA;3ie;3;;;;G
GSJL;3ie;3;;;;G
RRAN;3ie;3;;;;G
AFE;3ie;3;;;;G
LLAC;3ie;3;;;;G
RBCR;3ie;3;;;;UCOORD
TRJ;3ie;3;;;;P.P.
MBMS;3ie;3;;;;AAPM
LALU;3ie;3;;;;FCT
VACA;3ie;3;;;;UCOORD
ABJL;3ie;3;;;;FCT
RCCM;3ie;3;;;;FCT
RMJC;3ie;3;;;;P.P.
FMCa;3ie;3;;;;AAPM
DCAL;3ie;3;;;;P.P.
MCCA;3ie;3;;;;CHL
AVMY;3ie;3;;;;AAPM
SGCA;3ie;3;;;;AAPM
CAE;3ie;3;;;;AAPM
GMMA;3ie;3;;;;RED
LSMM;3ie;3;;;;FCT
MTSA;3ie;3;;;;FCT
AAA;3ie;3;;;;FCT
BDJL;3ie;3;;;;AAPM
MSJM;3ie;3;;;;P.P.
SGDR;3ie;3;;;;CHL
BLLMa;3ie;3;;;;RED
PMAT;3ie;3;;;;RED
CSD;3ie;3;;;;P.P.
ESIS;3ie;3;;;;AAPM
MMBE;3ie;3;;;;P.P.
GIMM;3ie;3;;;;TOR
ISSM;3ie;3;;;;J E A
VBMG;3ie;3;;;;RED
GLLN;3ie;3;;;;RED
PMAT;3ie;4;MQFB;IMP101.2;A02;LEC
NRMP;3ie;4;FOLAB;IMP203.1;A10;LEC
CAMP;3ie;4;ANES;IMP202.1;A11;LEC
GMMA;3ie;4;GLMVH;TMV301.2;A12;LEC
AAIg;3ie;4;TUTA1;TMV101.1A;A13;LEC
AOJM;3ie;4;COS1;IMP101.1;A21;LEC
MRMA;3ie;4;EIEMP;TMV202.2;A30;LEC
BLLMa;3ie;4;EIEMP;ELE202.2;A31;LEC
RMJC;3ie;4;MOTOR;TMV202.1;A35;LEC
FPLU;3ie;4;MOTOR;TMV202.1;A35;LEC
LARO;3ie;4;EMLB;QUI201.2;A40;LEC
RBCR;3ie;4;MOUL;QUI201.1;A41;LEC
GLLN;3ie;4;EIEMP;IFC302.2-D;AT.TFNO;LEC
PAMCo;3ie;4;PROGR;IFC303.1-D;AT.TFNO2;LEC
JRIS;3ie;4;PEEM;IMP203.2;B02;LEC
PZRu;3ie;4;EMPAD;ADG201.1;B10;LEC
GAAN;3ie;4;TDCTB;ADG201.2;B11;LEC
MTSA;3ie;4;PCNA;IMP202.2;B12;LEC
LFTE;3ie;4;GEFI;ADG301.2;B20;LEC
AFE;3ie;4;COAC;ADG301.1;B21;LEC
CMIS;3ie;4;SAPRO;FME203.2;C000 b;LEC
PBA;3ie;4;MCFM;FME203.1;c000 m v;LEC
PBM;3ie;4;MCFM;FME203.1;C001;LEC
GPA;3ie;4;ETRAP;ELE203.1;C101;LEC
GQJL;3ie;4;IDOMO;ELE203.2;C102;LEC
RPFJ;3ie;4;IEINT;ELE202.1;C103;LEC
SGDR;3ie;4;ANEH;IMA201.1;C104;LEC
MRJR;3ie;4;MMEE;IMA201.2;C106;LEC
FCBJ;3ie;4;PRFB;IMA302.1;C110;LEC
MSJM;3ie;4;PRFB;IMA302.1;C110;LEC
PACRe;3ie;4;TPIT;ELE304.1;C201;LEC
MCCA;3ie;4;SPAU;ELE304.2;C202;LEC
RGRa;3ie;4;FOLAB;ELE302.1;C203;LEC
MMBE;3ie;4;PSEAT;ELE302.2;C204;LEC
DEAl;3ie;4;SPOT;ELE303.1;C205;LEC
FMCa;3ie;4;PARDS;IFC301.1;C206;LEC
GBGU;3ie;4;SRINT;IFC301.2;C207;LEC
RFVM;3ie;4;BDATO;IFC303.1;C208;LEC
ZCJC;3ie;4;APOFM;IFC201.1;C209;LEC
HLOL;3ie;4;DIWEB;IFC303.2;C210;LEC
SPMA;3ie;4;SEGIN;IFC201.2;C211;LEC
SGCA;3ie;4;PGMC;IMA302.2;C213;LEC
LLAC;3ie;4;PRSUP;TMV201.2;CAR1;LEC
LBAD;3ie;4;PRSB;TMV101.2;CAR1B;LEC
ESIS;3ie;4;EFIJ;TMV201.1;CAR3;LEC
RRAN;3ie;4;EFIJ;TMV201.1;CAR3;LEC
GMFJa;3ie;4;ELVHB;TMV101.1B;ELV1;LEC
CFJA;3ie;4;STFTR;TMV301.1;ELV4;LEC
GRD;3ie;4;STFTR;TMV301.1;ELV4;LEC
TRJ;3ie;4;;;;G
VACA;3ie;4;;;;G
AVMY;3ie;4;;;;G
LLPAd;3ie;4;;;;G
JCSA;3ie;4;;;;G
GLYo;3ie;4;;;;G
ARAN;3ie;4;;;;FCT
GAPA;3ie;4;;;;P.P.
MBMS;3ie;4;;;;P.P.
LALU;3ie;4;;;;FCT
RCCM;3ie;4;;;;FCT
FPPA;3ie;4;;;;FCT
MGOl;3ie;4;;;;P.P.
MAMo;3ie;4;;;;TUT
DCAL;3ie;4;;;;FCT
GGJJ;3ie;4;;;;P.P.
CAE;3ie;4;;;;P.P.
SBAL;3ie;4;;;;AAPM
CGCR;3ie;4;;;;FCT
GCCR;3ie;4;;;;P.P.
LSMM;3ie;4;;;;FCT
GSJL;3ie;4;;;;RED
GRMAm;3ie;4;;;;TUT
AAA;3ie;4;;;;FCT
PGCA;3ie;4;;;;JD
BDJL;3ie;4;;;;RED
AMMB;3ie;4;;;;JD
RZSU;3ie;4;;;;AAPM
GSA;3ie;4;;;;P.P.
FMGE;3ie;4;;;;FCT
IGJL;3ie;4;;;;CHL
GSGE;3ie;4;;;;NNTT
CSD;3ie;4;;;;TUT
GIMM;3ie;4;;;;AAPM
RMVa;3ie;4;;;;AAPM
LCAMa;3ie;4;;;;J E A
ISSM;3ie;4;;;;UCOORD
RMVa;3ie;5;ESTMP;IMP202.1;A01;LEC
RZSU;3ie;5;ESTMP;IMP202.1;A01;LEC
PMAT;3ie;5;MQFB;IMP101.2;A02;LEC
CAMP;3ie;5;ICHS;IMP203.1;A11;LEC
TRJ;3ie;5;CIA1;TMV101.1A;A13;LEC
MBMS;3ie;5;CIA1;TMV101.1A;A13;LEC
CFJA;3ie;5;STFTR;TMV301.1;A34;LEC
GRD;3ie;5;STFTR;TMV301.1;A34;LEC
FPLU;3ie;5;STFRE;TMV202.2;A35;LEC
LARO;3ie;5;EMLB;QUI201.2;A40;LEC
RBCR;3ie;5;MOUL;QUI201.1;A41;LEC
PAMCo;3ie;5;DAWEB;IFC303.2-D;AT.TFNO;LEC
CAE;3ie;5;DMDV;IMP202.2;B01;LEC
JRIS;3ie;5;PEEM;IMP203.2;B02;LEC
AFE;3ie;5;TIINF;ADG201.1;B10;LEC
LALU;3ie;5;OARHU;ADG201.2;B11;LEC
LSMM;3ie;5;PRLP;IMP101.1;B12;LEC
GLYo;3ie;5;CONFI;ADG301.2;B20;LEC
NRMP;3ie;5;FOLAB;ADG301.1;B21;LEC
CMIS;3ie;5;SAPRO;FME203.2;c000 b v;LEC
JCSA;3ie;5;SAPRO;FME203.2;c000 b v;LEC
PBA;3ie;5;MCFM;FME203.1;c000 m v;LEC
PBM;3ie;5;MCFM;FME203.1;C001;LEC
GPA;3ie;5;ETRAP;ELE203.1;C101;LEC
GQJL;3ie;5;IDOMO;ELE203.2;C102;LEC
